Site,Year,Transect,Wetted_Width,Bank_stability_L,Bank_stability_R,Bank_cover_L,Bank_cover_R,Angle_L,Angle_R,Densiometer_L,Densiometer_U,Densiometer_D,Densiometer_R,Compass_bearing,Deviation,Sinuosity_Northing,Sinuosity_Easting,Riparian_cover_H,Riparian_cover_B,Riparian_cover_T,Riparian_cover_E,D-1,V-1,ST-1,D-2,V-2,ST-2,D-3,V-3,ST-3,D-4,V-4,ST-4,D-5,V-5,ST-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,24,2150,S,E,A,O,U,S,5,0,0,0,225,0,-5.656854249,-5.656854249,1,1,1,0,59,20,256,75,0,256,70,0,1,28,30,62,11,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,32,2160,S,E,A,O,U,S,0,0,0,0,226,1,-5.557266964,-5.754718403,1,1,1,0,30,0,256,50,0,9,30,20,65,65,10,11,19,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,40,1940,S,E,A,O,M,S,6,0,0,0,228,2,-5.353044851,-5.945158604,1,1,0,0,20,20,55,37,10,256,23,10,13,40,0,27,39,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,48,2140,S,V,A,A,M,S,10,0,0,0,228,0,-5.353044851,-5.945158604,1,0,1,0,72,0,120,45,0,15,24,10,75,31,50,150,23,40,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,56,2120,S,S,A,A,M,S,8,0,0,0,230,2,-5.142300877,-6.128355545,1,0,1,0,56,0,1,42,0,75,8,0,1,24,20,12,28,40,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,64,1730,S,S,A,A,M,S,16,0,0,0,238,8,-4.239354114,-6.784384769,1,1,1,0,78,0,1,49,0,256,8,0,63,36,20,21,49,20,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,72,1480,S,S,A,A,M,S,8,0,0,0,240,2,-4,-6.92820323,1,1,1,0,17,0,45,15,0,70,14,10,42,33,20,29,33,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,80,1870,S,E,A,O,M,M,0,0,0,0,241,1,-3.878476962,-6.996957657,1,1,1,0,14,0,67,4,0,11,20,60,14,16,20,49,27,40,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,88,1540,S,S,A,A,M,M,0,0,0,0,242,1,-3.755772502,-7.063580743,1,1,1,0,14,10,19,24,10,85,32,50,130,30,0,256,27,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,96,1800,S,S,A,A,S,M,0,0,0,0,245,3,-3.380946094,-7.250462296,1,0,1,0,17,20,256,22,10,110,24,30,66,31,10,86,33,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,104,1770,S,S,A,A,S,M,0,0,0,8,248,3,-2.996852747,-7.417470837,1,1,1,0,44,40,13,46,20,256,21,20,66,16,0,1,23,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,112,1140,S,S,A,A,S,S,0,0,0,0,250,2,-2.736161147,-7.517540966,1,1,1,0,27,0,210,37,10,256,46,20,256,57,10,256,34,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,120,1130,S,S,A,A,S,S,0,0,0,1,253,3,-2.338973638,-7.650438048,1,1,1,0,34,0,1,56,10,28,40,10,256,41,10,33,43,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,128,1230,S,S,A,A,S,S,11,0,0,3,260,7,-1.389185421,-7.878462024,1,1,1,1,17,0,30,26,10,256,31,10,160,19,10,1,31,20,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,136,1350,V,S,O,A,S,S,10,0,0,0,260,0,-1.389185421,-7.878462024,1,1,2,1,9,0,24,14,20,256,50,20,1,61,10,256,15,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,144,1210,S,S,A,A,S,S,12,0,0,0,262,2,-1.113384808,-7.92214455,1,1,2,1,22,10,29,19,40,256,27,30,256,18,10,256,40,20,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2023,150,1440,V,S,O,A,S,S,6,0,0,0,262,0,-0.835038606,-5.941608412,1,1,2,1,42,10,256,57,0,256,76,10,1,44,0,256,37,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,0,1280,V,S,V,V,S,S,17,0,0,17,,,0,0,,,,,20,0,45,15,0,40,48,0,27,65,0,1,60,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,8,1325,E,S,O,V,S,S,17,0,0,17,274,274,0.55805179,-7.980512402,1,2,2,0,16,0,53,26,0,32,66,10,52,60,0,72,57,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,16,1230,S,S,V,V,S,S,17,0,0,17,275,1,0.697245942,-7.969557585,1,1,2,0,48,0,95,60,0,9,56,10,1,32,0,128,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,24,1370,S,S,V,V,S,M,17,0,0,17,278,3,1.113384808,-7.92214455,1,1,1,0,59,0,90,55,0,40,52,0,71,50,0,1,47,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,32,1360,E,V,O,V,S,M,0,0,0,9,283,5,1.799608435,-7.794960518,1,1,0,0,36,0,45,37,0,87,44,0,40,31,10,256,41,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,40,1250,S,S,V,V,S,M,17,0,0,17,285,2,2.070552361,-7.72740661,1,1,1,0,52,10,256,60,10,48,59,10,130,47,0,86,35,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,48,1030,S,V,V,V,S,U,15,0,0,16,292,7,2.996852747,-7.417470837,1,1,1,0,50,0,37,76,10,9,57,10,256,80,0,121,76,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,56,1410,E,V,V,V,U,M,17,0,0,16,292,0,2.996852747,-7.417470837,1,2,1,0,110,0,1,98,0,9,100,10,75,120,10,256,54,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,64,1510,E,S,O,V,S,U,11,0,0,17,294,2,3.253893145,-7.308363661,1,3,1,0,34,0,1,75,0,1,97,0,80,80,10,48,79,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,72,1590,S,S,V,V,S,M,17,0,1,17,295,1,3.380946094,-7.250462296,1,3,2,0,10,40,9,27,0,48,25,10,28,20,30,256,18,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,80,1330,S,S,V,V,S,M,17,0,0,17,290,5,2.736161147,-7.517540966,1,4,2,0,20,20,1,17,40,67,19,20,256,10,40,256,52,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,88,1580,S,S,V,V,S,M,17,2,1,17,288,2,2.472135955,-7.60845213,1,4,2,0,33,30,70,23,20,37,8,20,27,15,10,9,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,96,1700,S,S,V,V,M,M,17,1,1,17,287,1,2.338973638,-7.650438048,1,3,2,0,42,10,9,28,10,36,28,0,38,12,0,9,25,50,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,104,1800,S,S,V,V,M,M,17,1,1,17,285,2,2.070552361,-7.72740661,1,3,2,0,53,10,9,56,20,46,14,0,80,31,10,256,28,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,112,1790,S,S,V,V,M,M,17,0,0,17,282,3,1.663293527,-7.825180806,1,3,2,0,70,10,256,68,10,9,47,0,9,30,0,75,52,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,120,1710,S,S,V,V,U,M,17,0,0,17,280,2,1.389185421,-7.878462024,1,1,1,0,110,0,256,120,0,9,67,0,9,105,0,256,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,128,1880,E,S,O,V,S,M,17,0,0,17,280,0,1.389185421,-7.878462024,1,1,1,0,70,0,1,74,0,256,100,0,9,65,0,9,130,0,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,136,1995,S,S,V,V,S,S,17,0,0,17,278,2,1.113384808,-7.92214455,1,1,1,0,75,0,1,120,0,1,120,0,9,130,0,9,120,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,144,1980,S,S,V,V,S,M,17,0,0,17,275,3,0.697245942,-7.969557585,1,1,1,0,75,0,0.1,91,0,9,130,0,9,77,0,9,49,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2023,150,2310,,,V,V,M,M,17,0,0,17,275,0,0.522934457,-5.977168189,1,1,1,0,58,0,0.1,100,0,9,120,0,9,130,0,1,100,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,0,1120,S,S,A,VH,S,S,1,0,0,6,,,0,0,40,0,440,24,10,21,21,10,59,21,0,4,18,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,8,1550,S,S,VH,VH,M,S,6,0,0,16,200,200,-7.517540966,-2.736161147,63,0,266,32,0,183,26,10,1,26,10,335,22,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,16,2010,S,S,A,VH,M,S,1,0,0,6,200,0,-7.517540966,-2.736161147,35,0,380,58,0,16,24,0,5,15,10,45,7,10,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,24,1900,S,S,A,VH,M,S,1,0,0,6,202,2,-7.417470837,-2.996852747,36,0,256,99,0,405,44,0,200,16,0,189,6,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,32,2100,S,S,A,VH,M,S,0,0,0,1,198,4,-7.60845213,-2.472135955,60,0,256,58,0,256,74,10,256,11,30,25,19,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,40,2000,S,V,A,O,M,S,0,0,0,0,200,2,-7.517540966,-2.736161147,30,0,256,36,10,256,15,30,25,8,60,107,19,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,48,1810,S,V,O,O,M,S,2,0,0,5,207,7,-7.128052194,-3.631923998,37,0,67,39,0,84,17,0,96,13,0,45,15,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,56,1855,V,V,O,VB,M,S,5,0,0,17,218,11,-6.304086029,-4.925291803,50,0,130,55,0,16,14,0,23,29,20,160,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,64,1535,V,V,VH,VB,M,S,7,0,0,0,221,3,-6.037676642,-5.248472232,45,0,40,38,0,1,10,0,139,27,20,6,25,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,72,1345,V,V,VH,VB,M,S,3,0,0,0,226,5,-5.557266964,-5.754718403,61,0,148,26,0,316,16,0,71,46,20,59,30,10,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,80,960,V,S,VH,A,S,S,3,13,4,0,230,4,-5.142300877,-6.128355545,15,0,75,9,10,25,24,0,34,34,20,9,14,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,88,1285,V,S,VH,A,S,S,1,0,0,0,234,4,-4.702282018,-6.472135955,16,0,46,16,20,17,9,10,10,13,40,256,19,30,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,96,1255,V,S,VH,A,M,S,5,1,0,0,235,1,-4.588611491,-6.553216354,7,0,19,21,10,12,16,20,410,20,10,256,25,30,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,104,1590,V,S,O,A,M,S,13,0,0,6,236,1,-4.473543228,-6.63230058,12,0,385,5,0,51,16,40,42,18,20,15,28,10,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,112,1530,E,S,O,A,M,S,8,0,0,6,236,0,-4.473543228,-6.63230058,25,0,170,34,20,160,18,30,25,19,10,15,20,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,120,1520,E,S,O,A,M,S,17,0,0,3,240,4,-4,-6.92820323,23,10,230,25,20,19,25,10,15,30,10,23,22,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,128,1020,E,S,O,VB,M,S,2,0,0,6,249,9,-2.866943596,-7.468643412,32,0,46,32,0,280,45,10,30,29,0,26,15,0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,136,950,V,S,O,VT,S,S,5,0,0,17,251,2,-2.604545236,-7.564148605,27,0,20,34,10,70,34,0,1,31,10,10,23,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,144,1360,V,S,O,VH,S,S,14,0,0,2,251,0,-2.604545236,-7.564148605,12,0,25,17,0,180,21,20,18,10,30,30,20,10,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_1,2024,150,1020,V,S,O,VT,S,S,6,0,0,16,251,0,-1.953408927,-5.673111454,9,0,19,30,0,29,25,10,210,45,20,18,22,0,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,0,1250,S,S,VH,A,S,S,8,0,0,8,,,0,0,49,0,60,56,0,19,57,0,9,40,0,75,21,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,8,1150,S,V,VB,VH,S,S,17,0,0,11,278,278,1.113384808,-7.92214455,73,0,55,71,0,1,63,0,51,22,0,30,23,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,16,1130,S,S,VH,A,S,S,4,0,0,17,279,1,1.25147572,-7.901506725,50,0,90,53,0,1,43,0,47,12,0,49,21,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,24,1220,S,S,VH,VH,S,S,6,0,0,12,291,12,2.866943596,-7.468643412,40,0,110,41,0,1,31,0,35,16,0,30,9,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,32,1140,S,S,VH,VH,S,S,4,0,0,16,286,5,2.205098847,-7.690093568,32,0,127,38,0,64,37,0,9,20,0,35,11,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,40,760,S,S,VH,VH,S,S,4,0,0,10,278,8,1.113384808,-7.92214455,70,0,30,65,0,80,63,0,107,51,0,45,26,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,48,1030,S,S,VH,A,S,M,9,0,6,16,288,10,2.472135955,-7.60845213,27,0,70,65,0,79,81,0,1,64,0,25,29,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,56,1490,S,S,VH,A,S,S,17,0,0,16,288,0,2.472135955,-7.60845213,27,0,240,18,0,45,51,0,1,57,10,256,29,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,64,1510,S,S,VB,A,S,S,4,2,0,17,290,2,2.736161147,-7.517540966,23,0,256,26,0,256,54,0,1,50,10,1,35,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,72,1410,S,S,VB,A,S,M,3,3,0,15,291,1,2.866943596,-7.468643412,19,0,65,38,0,80,66,0,270,90,0,1,40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,80,1440,S,S,VH,A,S,M,0,0,0,15,294,3,3.253893145,-7.308363661,54,0,230,90,0,170,82,0,256,52,0,1,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,88,1240,V,S,VH,A,M,M,2,0,0,17,289,5,2.604545236,-7.564148605,43,0,610,59,0,400,121,0,1,100,0,1,38,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,96,1450,V,S,VH,A,M,M,14,0,0,17,289,0,2.604545236,-7.564148605,16,0,740,47,10,260,140,0,1,135,0,120,31,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,104,710,V,S,VH,A,M,S,6,0,0,17,283,6,1.799608435,-7.794960518,48,0,38,38,0,235,73,20,175,53,20,160,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,112,290,V,S,O,A,M,S,6,1,0,14,253,30,-2.338973638,-7.650438048,24,10,38,38,20,230,39,40,10,23,80,20,10,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,120,620,V,S,VH,A,S,S,1,2,0,13,264,11,-0.836227706,-7.956175163,27,0,36,36,10,256,34,20,256,33,50,200,29,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,128,1140,S,S,A,VB,S,S,8,0,1,10,238,26,-4.239354114,-6.784384769,18,70,23,23,100,36,16,80,43,14,70,123,15,50,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,136,1380,S,S,VH,VH,S,S,4,4,1,17,220,18,-6.128355545,-5.142300877,19,20,23,23,10,183,14,80,23,18,30,185,18,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,144,1230,S,S,VH,VH,S,S,0,2,0,3,219,1,-6.217167692,-5.034563128,18,30,19,19,30,54,21,40,47,19,20,165,12,40,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_2,2024,150,1220,S,S,VH,A,S,S,0,0,0,1,219,0,-4.662875769,-3.775922346,13,20,26,26,10,10,26,20,182,26,10,58,7,10,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,0,1340,S,S,VH,VH,S,S,5,0,0,12,,,0,0,104,0,256,93,0,50,103,0,1,101,0,32,122,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,8,2120,S,S,VH,VB,M,S,5,0,0,17,278,278,1.113384808,-7.92214455,86,0,256,97,0,99,114,0,1,130,0,S,125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,16,2350,S,S,VH,VB,M,M,12,0,0,17,278,0,1.113384808,-7.92214455,100,0,256,91,0,50,138,0,1,135,0,10,106,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,24,1960,S,S,VH,VB,S,M,17,0,0,16,278,0,1.113384808,-7.92214455,99,0,256,121,0,0.2,123,0,20,101,0,20,76,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,32,1850,S,S,VH,VH,S,S,14,0,0,15,278,0,1.113384808,-7.92214455,122,0,256,108,0,76,120,0,21,120,0,S,89,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,40,1820,S,S,VH,VH,S,S,16,0,0,17,278,0,1.113384808,-7.92214455,118,0,16,100,0,55,100,0,16,89,0,37,105,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,48,1900,S,S,VH,VB,S,S,17,0,0,17,280,2,1.389185421,-7.878462024,101,0,836,72,0,52,81,0,25,99,0,18,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,56,1700,S,S,VB,VB,S,M,15,0,0,17,280,0,1.389185421,-7.878462024,102,0,72,56,0,30,57,0,31,83,0,15,57,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFB_3,2024,64,1800,S,S,VB,VB,S,M,17,0,0,17,285,5,2.070552361,-7.72740661,23,0,49,58,0,256,39,0,57,34,0,30,60,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
